step,LPF,force,u_x,u_y
376,0.00243461,7.967809276929e-03,5.353997566279e+01,4.231229387146e+01
377,-0.000292356,-9.568024833790e-04,5.418797838106e+01,4.245866363482e+01
378,-0.00301167,-9.856389839054e-03,5.483546014075e+01,4.260752040076e+01
379,-0.00572226,-1.872741104148e-02,5.548233710736e+01,4.275912386119e+01
380,-0.00842292,-2.756592623952e-02,5.612852057312e+01,4.291375264335e+01
381,-0.0111123,-3.636755535163e-02,5.677391631426e+01,4.307170487030e+01
382,-0.0137889,-4.512743360664e-02,5.741842386299e+01,4.323329859964e+01
383,-0.0164512,-5.384016517505e-02,5.806193568607e+01,4.339887211475e+01
384,-0.0190972,-6.249977548810e-02,5.870433626197e+01,4.356878403980e+01
385,-0.0217249,-7.109966304779e-02,5.934550105076e+01,4.374341324566e+01
386,-0.0243322,-7.963255176844e-02,5.998529535297e+01,4.392315851079e+01
387,-0.0269165,-8.809044515881e-02,6.062357305700e+01,4.410843789695e+01
388,-0.0294753,-9.646458394713e-02,6.126017527896e+01,4.429968779714e+01
389,-0.0320055,-1.047454090649e-01,6.189492890422e+01,4.449736160989e+01
390,-0.0345041,-1.129225322245e-01,6.252764504708e+01,4.470192799316e+01
391,-0.0369676,-1.209847166359e-01,6.315811745269e+01,4.491386865072e+01
392,-0.0393922,-1.289198706825e-01,6.378612087547e+01,4.513367560631e+01
393,-0.041774,-1.367150575897e-01,6.441140947856e+01,4.536184792606e+01
394,-0.0441089,-1.443565242292e-01,6.503371531101e+01,4.559888785802e+01
395,-0.0463924,-1.518297521723e-01,6.565274693126e+01,4.584529637119e+01
396,-0.0486199,-1.591195338830e-01,6.626818825771e+01,4.610156809428e+01
397,-0.0507864,-1.662100764880e-01,6.687969773723e+01,4.636818567832e+01
398,-0.0528871,-1.730851348305e-01,6.748690793076e+01,4.664561363635e+01
399,-0.0549169,-1.797281744840e-01,6.808942561852e+01,4.693429174814e+01
400,-0.0568708,-1.861225640702e-01,6.868683252484e+01,4.723462815596e+01
401,-0.0587436,-1.922517946155e-01,6.927868675299e+01,4.754699231745e+01
402,-0.0605305,-1.980997218619e-01,6.986452500108e+01,4.787170802077e+01
403,-0.0622266,-2.036508255397e-01,7.044386560161e+01,4.820904670001e+01
404,-0.0638276,-2.088904777567e-01,7.101621238922e+01,4.855922131320e+01
405,-0.0653294,-2.138052110581e-01,7.158105935516e+01,4.892238105394e+01
406,-0.0667281,-2.183829755657e-01,7.213789599596e+01,4.929860715901e+01
407,-0.0680208,-2.226133741001e-01,7.268621321255e+01,4.968791004453e+01
408,-0.0692046,-2.264878644710e-01,7.322550956860e+01,5.009022795243e+01
409,-0.0702778,-2.299999192582e-01,7.375529768000e+01,5.050542721932e+01
410,-0.0712388,-2.331451353590e-01,7.427511048549e+01,5.093330419721e+01
411,-0.0720871,-2.359212882138e-01,7.478450714485e+01,5.137358876577e+01
412,-0.0728225,-2.383283286984e-01,7.528307832742e+01,5.182594928905e+01
413,-0.0734459,-2.403683238958e-01,7.577045068908e+01,5.228999879397e+01
414,-0.0739583,-2.420453460100e-01,7.624629038573e+01,5.276530208990e+01
415,-0.0743616,-2.433653162769e-01,7.671030553158e+01,5.325138351485e+01
416,-0.0746582,-2.443358126379e-01,7.716224757334e+01,5.374773498440e+01
417,-0.0748507,-2.449658510583e-01,7.760191161187e+01,5.425382403380e+01
418,-0.0749423,-2.452656506780e-01,7.802913575434e+01,5.476910157814e+01
419,-0.0749364,-2.452463925538e-01,7.844379961980e+01,5.529300916339e+01
420,-0.0748367,-2.449199807401e-01,7.884582214696e+01,5.582498553738e+01
421,-0.0746469,-2.442988130410e-01,7.923515886504e+01,5.636447242725e+01
422,-0.0743709,-2.433955671391e-01,7.961179878865e+01,5.691091946441e+01
423,-0.0740126,-2.422230061412e-01,7.997576108755e+01,5.746378824540e+01
424,-0.0735759,-2.407938060018e-01,8.032709166517e+01,5.802255555572e+01
425,-0.0730646,-2.391204059034e-01,8.066585975911e+01,5.858671581209e+01
426,-0.0724823,-2.372148815227e-01,8.099215465354e+01,5.915578279821e+01
427,-0.0718327,-2.350888402261e-01,8.130608257177e+01,5.972929077974e+01
428,-0.0711191,-2.327533366017e-01,8.160776379603e+01,6.030679508856e+01
429,-0.0703446,-2.302188063194e-01,8.189733004384e+01,6.088787226457e+01
430,-0.0695124,-2.274950160904e-01,8.217492211542e+01,6.147211983889e+01
431,-0.068625,-2.245910274172e-01,8.244068781453e+01,6.205915583423e+01
432,-0.0676852,-2.215151718661e-01,8.269478013615e+01,6.264861804969e+01
433,-0.0666951,-2.182750357013e-01,8.293735570826e+01,6.324016318796e+01
434,-0.065657,-2.148774518860e-01,8.316857347037e+01,6.383346587368e+01
435,-0.0645726,-2.113284976374e-01,8.338859356951e+01,6.442821760311e+01
436,-0.0634436,-2.076334959197e-01,8.359757645273e+01,6.502412565771e+01
437,-0.0622713,-2.037970194466e-01,8.379568213579e+01,6.562091200709e+01
438,-0.061057,-1.998228959413e-01,8.398306962787e+01,6.621831222111e+01
439,-0.0598016,-1.957142135575e-01,8.415989649385e+01,6.681607440595e+01
440,-0.0585057,-1.914733255003e-01,8.432631853691e+01,6.741395817466e+01
441,-0.05717,-1.871018529942e-01,8.448248958610e+01,6.801173365971e+01
442,-0.0557947,-1.826006858331e-01,8.462856137540e+01,6.860918057186e+01
443,-0.0543797,-1.779699798059e-01,8.476468350227e+01,6.920608730825e+01
444,-0.052925,-1.732091503306e-01,8.489100345598e+01,6.980225011029e+01
445,-0.0514302,-1.683168616422e-01,8.500766670699e+01,7.039747227131e+01
446,-0.0498945,-1.632910108671e-01,8.511481685090e+01,7.099156339250e+01
447,-0.0483171,-1.581287062852e-01,8.521259580152e+01,7.158433868561e+01
448,-0.0466969,-1.528262390176e-01,8.530114402926e+01,7.217561831995e+01
449,-0.0450325,-1.473790472908e-01,8.538060084220e+01,7.276522681133e+01
450,-0.0433222,-1.417816723112e-01,8.545110470875e+01,7.335299245029e+01
451,-0.041564,-1.360277046304e-01,8.551279362181e+01,7.393874676721e+01
452,-0.0397557,-1.301097196912e-01,8.556580550577e+01,7.452232403166e+01
453,-0.0378948,-1.240192010024e-01,8.561027866912e+01,7.510356078386e+01
454,-0.0359781,-1.177464490982e-01,8.564635230644e+01,7.568229539621e+01
455,-0.0340024,-1.112804740678e-01,8.567416705563e+01,7.625836766309e+01
456,-0.0319638,-1.046088689921e-01,8.569386561746e+01,7.683161841785e+01
457,-0.0298582,-9.771766106233e-02,8.570559344671e+01,7.740188917584e+01
458,-0.0276806,-9.059113645927e-02,8.570949952644e+01,7.796902180352e+01
459,-0.0254258,-8.321163420606e-02,8.570573723957e+01,7.853285821374e+01
460,-0.0230876,-7.555930311483e-02,8.569446535524e+01,7.909324008857e+01
461,-0.0206592,-6.761181457575e-02,8.567584915146e+01,7.965000863168e+01
462,-0.0181329,-5.934402219298e-02,8.565006170043e+01,8.020300435358e+01
463,-0.0155001,-5.072755704451e-02,8.561728534899e+01,8.075206689465e+01
464,-0.0127509,-4.173034447868e-02,8.557771343465e+01,8.129703489226e+01
465,-0.00987434,-3.231602464652e-02,8.553155228701e+01,8.183774590123e+01
466,-0.00685766,-2.244325412114e-02,8.547902357748e+01,8.237403637904e+01
467,-0.00368648,-1.206485956782e-02,8.542036709596e+01,8.290574175162e+01
468,-0.000344302,-1.126805942977e-03,8.535584405438e+01,8.343269657975e+01
469,0.00318788,1.043306968243e-02,8.528574104506e+01,8.395473485260e+01
470,0.00693202,2.268662299925e-02,8.521037481796e+01,8.447169044277e+01
471,0.0109136,3.571735147459e-02,8.513009809095e+01,8.498339776778e+01
472,0.0151625,4.962284218096e-02,8.504530667332e+01,8.548969271640e+01
473,0.0197138,6.451787410005e-02,8.495644827445e+01,8.599041391652e+01
474,0.024609,8.053838875132e-02,8.486403349575e+01,8.648540444502e+01
475,0.0298976,9.784662676453e-02,8.476864968133e+01,8.697451411143e+01
476,0.0356393,1.166378503892e-01,8.467097855430e+01,8.745760248920e+01
477,0.0419067,1.371492535246e-01,8.457181892752e+01,8.793454292275e+01
478,0.0487886,1.596719348245e-01,8.447211630537e+01,8.840522780965e+01
479,0.0563955,1.845672300792e-01,8.437300197330e+01,8.886957554655e+01
480,0.0648662,2.122893578131e-01,8.427584534060e+01,8.932753963290e+01
481,0.0743775,2.434173798399e-01,8.418232507235e+01,8.977912053458e+01
482,0.0851587,2.787011785607e-01,8.409452724980e+01,9.022438097153e+01
483,0.0975116,3.191289572711e-01,8.401508292678e+01,9.066346517830e+01
484,0.111842,3.660284526421e-01,8.394736365122e+01,9.109662204961e+01
485,0.128707,4.212218826257e-01,8.389576234244e+01,9.152423005067e+01
486,0.148887,4.872674775927e-01,8.386609751932e+01,9.194681617645e+01
487,0.173507,5.678397872822e-01,8.386618416549e+01,9.236504686703e+01
488,0.20421,6.683227469549e-01,8.390658462620e+01,9.277963415721e+01
489,0.243431,7.966824944825e-01,8.400138724364e+01,9.319102673845e+01
490,0.294717,9.645296254514e-01,8.416829629617e+01,9.359864919976e+01
491,0.362908,1.187699367340e+00,8.442604631045e+01,9.399952987575e+01
492,0.453684,1.484784083092e+00,8.478646918740e+01,9.438718475425e+01
493,0.572384,1.873255735142e+00,8.524405078534e+01,9.475355285096e+01
494,0.723482,2.367758946230e+00,8.577557092782e+01,9.509462047451e+01
495,0.911889,2.984365543283e+00,8.635287738671e+01,9.541379969132e+01
496,1.,3.272727272727e+00,8.659345859812e+01,9.553831648325e+01
